,Unnamed: 0,dataset,algorithm,rt,centr,knn,ogf
53,53,Duo8eq,$\alpha = $0.5,0.7030245597657552,1.2913934319891072,-1.598889559414839,-0.4479324998245417
54,54,FMNIST,$\alpha = $0.5,1.6946854707330266,1.2361051816075503,-1.7951674237085418,-0.0502409764877576
55,55,Kang,$\alpha = $0.5,0.6840510066711925,-1.0339653340586932,0.1531666017549129,0.4186088042130527
56,56,MNIST,$\alpha = $0.5,-1.4079646081448352,0.5910755938227302,-1.9941303456055388,-1.7010474768751869
57,57,Muraro,$\alpha = $0.5,0.2514381659694444,-0.7000676650877274,0.6069537267282215,0.4291959463488329
58,58,TMLung,$\alpha = $0.5,1.1418907581533966,0.2897004250762079,0.1281992598336716,0.6350450089935341
59,59,TMPanc,$\alpha = $0.5,1.422846559034042,1.2198439314953282,0.218851839424382,0.8208491992292121
60,60,CAFs,$\alpha = $0.75,0.76690803836173,0.8263216787795471,0.8851166469790919,0.8260123426704109
61,61,CellMix,$\alpha = $0.75,-0.7490350034873543,-1.1770643350462506,0.9032788153342428,0.0771219059234442
62,62,Duo4eq,$\alpha = $0.75,-0.2507354871973991,-1.1770643350462506,-1.056780210819234,-0.6537578490083166
63,63,Duo8eq,$\alpha = $0.75,-0.9786466754808036,0.2777755083272449,-1.1072468468746806,-1.042946761177742
64,64,FMNIST,$\alpha = $0.75,0.2760097017194705,0.8566760123223616,-0.7570676967613745,-0.240528997520952
65,65,Kang,$\alpha = $0.75,-0.094061809931638,-1.4392457214710053,0.5535360928418359,0.2297371414550989
66,66,MNIST,$\alpha = $0.75,-1.9029120289819623,0.4089495925658392,0.6539714005949617,-0.6244703141935003
67,67,Muraro,$\alpha = $0.75,-1.347442484894758,-1.284388585786918,0.6582407612946465,-0.3446008618000557
68,68,TMLung,$\alpha = $0.75,0.1378828730758559,-0.7477673320835796,0.4870323873802333,0.3124576302280446
69,69,TMPanc,$\alpha = $0.75,9.190977521951436e-06,0.2539256748293189,0.7096580260965856,0.3548336085370537
70,0,CAFs,$\alpha = \alpha^*$,0.794413407821229,,0.9958100558659218,0.8656454639506082
71,1,CellMix,$\alpha = \alpha^*$,0.8158555729984303,,0.9612768184196756,0.9229219759732088
72,2,Duo4eq,$\alpha = \alpha^*$,0.787841762643966,,0.556584877315974,-0.6142505112563441
73,3,Duo8eq,$\alpha = \alpha^*$,0.7861692538808212,,0.6151727591387081,-0.4370043292432631
74,4,FMNIST,$\alpha = \alpha^*$,0.8564617142857143,,0.5631428571428572,-0.050346493011517
75,5,Kang,$\alpha = \alpha^*$,0.7760754339595686,,0.908136295449675,0.4356156704080814
76,6,MNIST,$\alpha = \alpha^*$,0.6198182857142858,,0.9616571428571428,-0.6259252179702208
77,7,Muraro,$\alpha = \alpha^*$,0.7736722173531989,,0.9233128834355828,0.4659527451865672
78,8,TMLung,$\alpha = \alpha^*$,0.8381456953642384,,0.9006622516556292,0.9021122227672757
79,9,TMPanc,$\alpha = \alpha^*$,0.8300554016620498,,0.8947368421052632,0.8188779036146022
